Product_ID,Product_Name,Category,Price,Units_Sold,Revenue,Competitor_Name,Market_Share_%,Marketing_Strategy,Top_Social_Media,Current_Trends,Customer_Rating
2176,Chandelier,Lighting,334.79,3029,318929.86,Studio McGee,1.3,Free shipping,Pinterest,Bold Colors,4.0
2177,Table Lamp,Lighting,118.67,1096,484757.99,Furniture Village,9.59,Eco-friendly products,Facebook,Sustainable,1.7
2178,Vase,Decor Accessories,776.42,3493,157644.39,Urban Outfitters,4.17,Eco-friendly products,Facebook,Sustainable,4.2
2179,Tapestry,Wall Art,220.68,2012,272052.08,Williams-Sonoma,6.95,Eco-friendly products,Twitter,Vintage,4.5
2180,Dinnerware,Kitchenware,323.26,3001,214218.22,Bob’s Discount Furniture,6.37,Custom designs,Instagram,Vintage,3.6
2181,Canvas Painting,Wall Art,314.66,3251,32213.43,Value City Furniture,13.21,Discounts,Twitter,Sustainable,2.5
2182,Wall Sconce,Lighting,771.06,798,207403.74,Swoon,6.26,Free shipping,YouTube,Vintage,3.3
2183,Tapestry,Wall Art,163.51,3536,208629.99,Made.com,6.53,Free shipping,YouTube,Maximalism,2.8
2184,Cushion Cover,Textiles,959.22,3611,93412.49,Ashley Furniture,14.26,Eco-friendly products,Facebook,Sustainable,4.4
2185,Metal Wall Art,Wall Art,236.19,1497,472831.0,Herman Miller,14.35,Custom designs,YouTube,Minimalism,3.1
2186,Floor Lamp,Lighting,713.06,491,478787.59,LuxDeco,3.37,Free shipping,Twitter,Maximalism,1.8
2187,Serving Tray,Kitchenware,285.57,1956,381844.61,Living Spaces,13.23,Eco-friendly products,Twitter,Minimalism,3.3
2188,Framed Print,Wall Art,968.01,4013,472285.97,Swoon,2.24,Custom designs,YouTube,Vintage,1.5
2189,Bedspread,Textiles,782.49,1871,344301.53,The Range,6.16,Eco-friendly products,Instagram,Tech Integration,3.9
2190,Picture Frame,Decor Accessories,180.9,1679,59835.83,La-Z-Boy,9.56,Custom designs,Facebook,Bold Colors,1.8
2191,Picture Frame,Decor Accessories,973.71,1227,420769.19,Value City Furniture,5.27,Eco-friendly products,YouTube,Sustainable,3.2
2192,Storage Jar,Kitchenware,319.93,3203,129102.79,Joybird,1.32,Free shipping,Instagram,Minimalism,1.3
2193,Dining Table,Furniture,98.19,2657,479388.62,Home Depot,10.83,Discounts,YouTube,Minimalism,4.2
2194,Pendant Lamp,Lighting,215.37,2757,431973.93,Room & Board,8.4,Custom designs,Facebook,Maximalism,3.1
2195,Dining Table,Furniture,959.72,1170,368467.41,Article,10.07,Free shipping,YouTube,Maximalism,4.2
2196,Tapestry,Wall Art,539.74,1178,452137.32,Living Spaces,7.35,Custom designs,Facebook,Maximalism,2.3
2197,Poster,Wall Art,153.91,3116,289672.58,Anthropologie,1.05,Eco-friendly products,YouTube,Tech Integration,2.4
2198,Dining Table,Furniture,107.99,212,226249.8,Pottery Barn,6.11,Discounts,Facebook,Maximalism,1.6
2199,Throw Blanket,Textiles,762.68,2813,113121.74,Anthropologie,10.5,Custom designs,Instagram,Maximalism,3.0
2200,Sofa Set,Furniture,383.79,4429,124519.31,LuxDeco,4.58,Custom designs,Facebook,Maximalism,3.2
2201,Cutlery Set,Kitchenware,920.28,507,305348.07,Amazon Basics,13.13,Exclusive collections,YouTube,Sustainable,1.2
2202,Coffee Table,Furniture,647.07,1523,477912.56,Loaf,3.31,Free shipping,YouTube,Vintage,3.8
2203,Sofa Set,Furniture,348.59,1135,342589.74,Ashley Furniture,12.49,Exclusive collections,Twitter,Bold Colors,1.8
2204,Dining Table,Furniture,877.16,2399,98365.53,Wayfair,10.11,Eco-friendly products,YouTube,Bold Colors,1.7
2205,Storage Jar,Kitchenware,249.44,1018,462109.63,Urban Outfitters,5.68,Custom designs,Pinterest,Tech Integration,4.2
2206,Wall Sconce,Lighting,720.85,4995,220474.42,One Kings Lane,2.29,Seasonal sales,YouTube,Sustainable,3.7
2207,Table Lamp,Lighting,12.05,1285,498873.48,Urban Outfitters,12.71,Eco-friendly products,Facebook,Minimalism,1.4
2208,Poster,Wall Art,789.05,3702,329854.44,The Range,7.71,Exclusive collections,Pinterest,Minimalism,4.6
2209,Pendant Lamp,Lighting,465.33,4214,221235.6,CB2,7.35,Custom designs,Instagram,Maximalism,4.8
2210,Chandelier,Lighting,503.94,743,42392.19,Arhaus,9.0,Seasonal sales,Instagram,Minimalism,3.7
2211,Storage Jar,Kitchenware,618.75,4321,374876.89,Herman Miller,2.19,Custom designs,Facebook,Maximalism,1.6
2212,Framed Print,Wall Art,220.14,2547,151311.15,Herman Miller,12.4,Discounts,Facebook,Minimalism,4.3
2213,Clock,Decor Accessories,834.1,4290,131120.5,Havertys,9.67,Free shipping,Instagram,Vintage,3.6
2214,Canvas Painting,Wall Art,513.71,574,448113.61,Habitat,9.07,Seasonal sales,YouTube,Vintage,2.3
2215,Vase,Decor Accessories,594.83,3581,226500.64,Blu Dot,12.28,Discounts,Twitter,Maximalism,4.1
2216,Canvas Painting,Wall Art,474.74,4285,453567.01,Herman Miller,8.19,Eco-friendly products,Instagram,Minimalism,1.7
2217,Storage Jar,Kitchenware,316.97,3779,116574.64,Living Spaces,8.72,Custom designs,Twitter,Bold Colors,4.4
2218,Framed Print,Wall Art,658.15,389,351655.26,Crate & Barrel,14.0,Eco-friendly products,YouTube,Vintage,4.6
2219,Cookware,Kitchenware,595.14,2767,488947.55,Serena & Lily,9.6,Seasonal sales,YouTube,Sustainable,2.9
2220,Coffee Table,Furniture,664.48,4507,120935.5,Havertys,6.42,Custom designs,Pinterest,Sustainable,1.1
2221,Coffee Table,Furniture,175.86,922,430990.46,BoConcept,1.84,Eco-friendly products,YouTube,Maximalism,1.0
2222,Clock,Decor Accessories,618.71,3903,227675.04,Crate & Barrel,2.59,Discounts,Twitter,Bold Colors,4.3
2223,Pendant Lamp,Lighting,887.84,1310,183553.34,Arhaus,6.41,Discounts,Twitter,Sustainable,3.0
2224,Sofa Set,Furniture,925.02,2495,246309.27,RH (Restoration Hardware),10.16,Seasonal sales,Facebook,Sustainable,5.0
2225,Dining Table,Furniture,901.4,1834,44601.43,La-Z-Boy,8.28,Discounts,Twitter,Vintage,2.6
2226,Area Rug,Textiles,577.29,4672,388072.62,Room & Board,5.59,Custom designs,Instagram,Sustainable,1.6
2227,Throw Blanket,Textiles,673.45,4442,251958.41,Swoon,13.12,Free shipping,YouTube,Maximalism,2.0
2228,Clock,Decor Accessories,170.83,4345,420918.37,Bob’s Discount Furniture,4.77,Custom designs,Instagram,Tech Integration,2.6
2229,Sculpture,Decor Accessories,926.23,2376,183664.52,BoConcept,9.72,Free shipping,YouTube,Minimalism,3.2
2230,Chandelier,Lighting,393.02,1530,273209.73,Ligne Roset,1.28,Custom designs,Twitter,Sustainable,3.9
2231,Area Rug,Textiles,716.97,4534,242685.74,Houzz,12.66,Exclusive collections,Instagram,Sustainable,2.5
2232,Cookware,Kitchenware,272.04,1109,252384.91,Design Within Reach,7.0,Discounts,Instagram,Bold Colors,1.9
2233,Vase,Decor Accessories,245.4,729,196136.01,AllModern,11.68,Exclusive collections,Twitter,Minimalism,1.6
2234,Tapestry,Wall Art,222.15,4249,476989.72,Living Spaces,5.23,Free shipping,Instagram,Bold Colors,1.1
2235,Candle Holder,Decor Accessories,244.55,2209,350336.02,Herman Miller,5.32,Exclusive collections,Facebook,Sustainable,3.7
2236,Sculpture,Decor Accessories,827.29,2833,436974.01,Pier 1 Imports,14.15,Discounts,YouTube,Tech Integration,3.9
2237,Vase,Decor Accessories,906.8,478,293695.7,Value City Furniture,11.77,Discounts,Instagram,Maximalism,3.0
2238,Candle Holder,Decor Accessories,888.67,1570,139141.83,Houzz,2.75,Free shipping,Twitter,Sustainable,4.0
2239,Canvas Painting,Wall Art,599.87,2257,39709.53,Blu Dot,2.89,Eco-friendly products,Instagram,Tech Integration,1.5
2240,Wardrobe,Furniture,22.64,2289,146321.3,Wayfair,4.88,Eco-friendly products,Pinterest,Bold Colors,3.4
2241,Bookshelf,Furniture,208.04,1157,230414.14,Made.com,4.3,Exclusive collections,Twitter,Minimalism,4.3
2242,Wardrobe,Furniture,868.54,4994,82214.44,Living Spaces,7.86,Discounts,YouTube,Bold Colors,4.6
2243,Cushion Cover,Textiles,269.59,146,194239.71,DFS,6.82,Discounts,Instagram,Sustainable,3.1
2244,Vase,Decor Accessories,446.22,2806,133614.5,IKEA,13.66,Custom designs,Instagram,Sustainable,3.5
2245,Area Rug,Textiles,711.87,4205,452800.15,Overstock,4.53,Discounts,Instagram,Vintage,2.6
2246,Poster,Wall Art,442.0,1044,277018.54,Ligne Roset,13.74,Seasonal sales,Pinterest,Bold Colors,2.1
2247,Vase,Decor Accessories,310.01,1223,103178.05,RH (Restoration Hardware),14.19,Seasonal sales,Pinterest,Tech Integration,1.3
2248,Wardrobe,Furniture,867.12,3934,125499.16,Value City Furniture,10.86,Seasonal sales,Twitter,Maximalism,4.2
2249,Bookshelf,Furniture,72.88,3193,228205.6,Overstock,5.82,Custom designs,YouTube,Vintage,1.5
2250,Area Rug,Textiles,642.3,418,116716.97,Williams-Sonoma,2.43,Exclusive collections,YouTube,Vintage,4.5
2251,Framed Print,Wall Art,473.78,2668,253691.75,Bob’s Discount Furniture,13.94,Free shipping,Pinterest,Minimalism,1.8
2252,Canvas Painting,Wall Art,834.95,1805,127627.79,Value City Furniture,2.59,Free shipping,YouTube,Maximalism,4.7
2253,Cookware,Kitchenware,747.64,690,105071.42,Houzz,13.33,Seasonal sales,Twitter,Vintage,3.6
2254,Picture Frame,Decor Accessories,799.34,951,405701.22,West Elm,7.38,Free shipping,Facebook,Minimalism,3.5
2255,Table Lamp,Lighting,577.5,759,272110.01,Blu Dot,9.47,Discounts,Pinterest,Vintage,1.6
2256,Sofa Set,Furniture,58.33,3130,314911.09,Target,10.74,Eco-friendly products,Twitter,Bold Colors,3.8
2257,Chandelier,Lighting,708.67,3159,367085.18,RH (Restoration Hardware),8.3,Eco-friendly products,Instagram,Vintage,4.1
2258,Wall Sconce,Lighting,558.02,969,249758.09,Blu Dot,10.65,Exclusive collections,Pinterest,Bold Colors,3.5
2259,Dinnerware,Kitchenware,485.07,135,443265.05,Living Spaces,5.32,Eco-friendly products,Pinterest,Minimalism,4.5
2260,Candle Holder,Decor Accessories,532.31,4460,39372.06,The Range,8.02,Custom designs,Instagram,Maximalism,2.8
2261,Candle Holder,Decor Accessories,673.63,110,242275.37,Loaf,13.61,Eco-friendly products,Twitter,Maximalism,1.2
2262,Candle Holder,Decor Accessories,304.95,3656,127841.36,Arhaus,7.63,Exclusive collections,Pinterest,Vintage,2.7
2263,Poster,Wall Art,440.43,4615,450606.91,Habitat,1.97,Exclusive collections,Twitter,Vintage,1.3
2264,Floor Lamp,Lighting,472.92,2072,480472.25,World Market,13.4,Free shipping,Facebook,Maximalism,2.9
2265,Storage Jar,Kitchenware,231.97,4042,336689.17,Houzz,12.15,Seasonal sales,YouTube,Bold Colors,1.3
2266,Wardrobe,Furniture,469.27,750,60647.7,Jonathan Adler,10.53,Discounts,YouTube,Vintage,1.6
2267,Area Rug,Textiles,220.12,525,227838.54,BoConcept,4.59,Discounts,Pinterest,Tech Integration,1.6
2268,Tapestry,Wall Art,919.84,714,449148.62,Houzz,5.27,Exclusive collections,Pinterest,Sustainable,1.9
2269,Pendant Lamp,Lighting,818.12,1063,457690.26,One Kings Lane,14.01,Exclusive collections,YouTube,Vintage,1.8
2270,Bookshelf,Furniture,180.3,235,109706.56,Zara Home,13.1,Eco-friendly products,YouTube,Bold Colors,2.2
2271,Pendant Lamp,Lighting,656.07,737,116391.39,Birch Lane,7.94,Discounts,Pinterest,Bold Colors,3.3
2272,Tapestry,Wall Art,507.12,2948,11225.21,Article,6.17,Eco-friendly products,YouTube,Bold Colors,4.6
2273,Bedspread,Textiles,581.75,771,99177.97,Ligne Roset,2.6,Exclusive collections,Facebook,Bold Colors,1.9
2274,Framed Print,Wall Art,680.38,2855,357190.8,BoConcept,6.11,Custom designs,Instagram,Vintage,1.8
2275,Sculpture,Decor Accessories,187.62,396,192924.78,Williams-Sonoma,5.65,Seasonal sales,YouTube,Maximalism,4.6
2276,Pendant Lamp,Lighting,307.22,4400,223383.73,Target,2.51,Discounts,Facebook,Sustainable,2.6
2277,Curtains,Textiles,551.74,3073,337705.8,West Elm,2.12,Eco-friendly products,Twitter,Minimalism,4.3
2278,Poster,Wall Art,134.8,929,51695.32,Habitat,9.24,Exclusive collections,Facebook,Tech Integration,1.6
2279,Poster,Wall Art,312.36,465,41485.21,LuxDeco,14.08,Discounts,Instagram,Minimalism,2.1
2280,Wardrobe,Furniture,167.86,73,432408.27,Article,11.67,Eco-friendly products,YouTube,Vintage,1.0
2281,Bedspread,Textiles,920.67,445,473005.59,Loaf,11.62,Custom designs,Instagram,Maximalism,1.0
2282,Curtains,Textiles,375.3,1436,370721.29,LuxDeco,6.8,Eco-friendly products,Facebook,Minimalism,4.2
2283,Table Lamp,Lighting,611.65,4027,37336.85,West Elm,3.31,Free shipping,Facebook,Sustainable,4.5
2284,Curtains,Textiles,321.81,3801,393882.12,Room & Board,6.7,Custom designs,Pinterest,Vintage,2.7
2285,Vase,Decor Accessories,286.16,2372,76732.19,BoConcept,3.56,Exclusive collections,Facebook,Tech Integration,3.0
2286,Bookshelf,Furniture,833.19,2659,446439.61,West Elm,13.2,Eco-friendly products,Facebook,Sustainable,2.4
2287,Table Lamp,Lighting,755.33,2114,382467.09,The Range,1.04,Free shipping,Pinterest,Vintage,3.7
2288,Floor Lamp,Lighting,149.91,777,443065.5,Ligne Roset,1.15,Exclusive collections,Twitter,Vintage,4.6
2289,Pendant Lamp,Lighting,884.66,4849,326869.74,Zara Home,1.71,Eco-friendly products,YouTube,Maximalism,4.8
2290,Vase,Decor Accessories,796.44,2543,259785.89,Loaf,1.64,Exclusive collections,Instagram,Maximalism,2.0
2291,Storage Jar,Kitchenware,30.78,3881,20186.67,Furniture Village,8.78,Free shipping,Pinterest,Maximalism,2.4
2292,Cutlery Set,Kitchenware,766.97,1784,105740.87,Article,14.61,Seasonal sales,YouTube,Sustainable,4.9
2293,Dining Table,Furniture,787.95,3260,30859.66,Swoon,14.98,Free shipping,YouTube,Tech Integration,4.0
2294,Area Rug,Textiles,867.72,1787,203502.37,Made.com,12.37,Exclusive collections,Twitter,Maximalism,3.3
2295,Vase,Decor Accessories,372.78,898,241942.73,Havertys,8.08,Seasonal sales,Pinterest,Bold Colors,1.7
2296,Floor Lamp,Lighting,113.25,1415,399249.7,Arhaus,7.63,Exclusive collections,Instagram,Minimalism,3.7
2297,Bookshelf,Furniture,684.21,1825,29205.58,CB2,11.2,Free shipping,Twitter,Vintage,2.3
2298,Coffee Table,Furniture,549.13,1224,47843.3,Herman Miller,9.18,Custom designs,YouTube,Vintage,2.6
2299,Floor Lamp,Lighting,437.58,1194,92593.38,Swoon,2.76,Discounts,Instagram,Minimalism,3.7
2300,Floor Lamp,Lighting,789.73,525,422006.75,IKEA,10.19,Discounts,Twitter,Bold Colors,3.0
2301,Wardrobe,Furniture,573.85,1204,362788.66,Room & Board,10.45,Eco-friendly products,Instagram,Maximalism,2.2
2302,Clock,Decor Accessories,907.62,2456,205190.09,One Kings Lane,3.43,Exclusive collections,Instagram,Tech Integration,1.5
2303,Candle Holder,Decor Accessories,531.86,4577,153614.79,Herman Miller,5.57,Exclusive collections,Facebook,Maximalism,3.9
2304,Cutlery Set,Kitchenware,924.88,1512,226810.65,Arhaus,10.03,Eco-friendly products,YouTube,Bold Colors,2.6
2305,Wardrobe,Furniture,126.98,4341,161099.13,Overstock,13.15,Custom designs,YouTube,Minimalism,3.1
2306,Cutlery Set,Kitchenware,608.36,182,463539.95,Overstock,5.19,Custom designs,Instagram,Maximalism,1.2
2307,Cushion Cover,Textiles,730.93,3700,341248.66,Birch Lane,7.13,Exclusive collections,YouTube,Sustainable,2.8
2308,Wall Sconce,Lighting,987.26,2574,285816.87,Serena & Lily,9.39,Custom designs,Facebook,Tech Integration,2.2
2309,Storage Jar,Kitchenware,833.42,2114,5453.29,Urban Outfitters,9.91,Eco-friendly products,Twitter,Vintage,2.8
2310,Cutlery Set,Kitchenware,330.1,840,154590.07,Article,2.77,Discounts,YouTube,Tech Integration,2.1
2311,Poster,Wall Art,518.04,3621,331721.03,BoConcept,10.87,Exclusive collections,Facebook,Bold Colors,2.1
2312,Canvas Painting,Wall Art,121.4,771,8159.75,CB2,6.31,Exclusive collections,Facebook,Maximalism,4.7
2313,Bookshelf,Furniture,499.21,3392,45637.82,Bob’s Discount Furniture,9.6,Free shipping,Twitter,Bold Colors,4.7
2314,Sofa Set,Furniture,996.6,4755,352974.25,Loaf,12.49,Free shipping,Pinterest,Sustainable,3.9
2315,Dinnerware,Kitchenware,275.75,750,454182.59,Herman Miller,13.7,Free shipping,Instagram,Maximalism,2.0
2316,Poster,Wall Art,483.21,706,297673.09,Pottery Barn,9.12,Free shipping,Instagram,Bold Colors,1.4
2317,Candle Holder,Decor Accessories,260.34,123,458810.73,Amazon Basics,5.09,Seasonal sales,Twitter,Bold Colors,4.0
2318,Vase,Decor Accessories,559.01,953,73423.63,Room & Board,1.52,Exclusive collections,Pinterest,Minimalism,4.9
2319,Wall Sconce,Lighting,727.51,4806,183370.59,LuxDeco,9.06,Eco-friendly products,Instagram,Minimalism,2.3
2320,Clock,Decor Accessories,392.88,118,482449.95,Wayfair,10.87,Custom designs,Twitter,Sustainable,1.6
2321,Area Rug,Textiles,118.39,797,325569.93,Houzz,12.8,Free shipping,Facebook,Maximalism,1.1
2322,Storage Jar,Kitchenware,890.27,1479,245997.49,Home Depot,9.17,Free shipping,YouTube,Minimalism,2.1
2323,Dinnerware,Kitchenware,320.14,2403,210987.56,Kirkland’s,13.14,Discounts,Twitter,Vintage,4.6
2324,Bedspread,Textiles,268.49,2694,369068.0,Blu Dot,12.85,Discounts,Twitter,Tech Integration,4.2
2325,Cushion Cover,Textiles,627.8,1156,436571.65,Pier 1 Imports,6.96,Free shipping,YouTube,Bold Colors,4.1
2326,Chandelier,Lighting,333.48,1544,352012.96,Article,10.25,Free shipping,Facebook,Vintage,1.6
2327,Candle Holder,Decor Accessories,667.7,3126,37957.74,West Elm,11.25,Free shipping,Twitter,Maximalism,1.5
2328,Serving Tray,Kitchenware,708.14,656,363849.98,Anthropologie,4.35,Exclusive collections,Facebook,Bold Colors,5.0
2329,Chandelier,Lighting,546.94,3008,331812.93,Jonathan Adler,10.46,Custom designs,Pinterest,Bold Colors,2.4
2330,Poster,Wall Art,832.06,1898,150108.32,IKEA,2.05,Custom designs,Pinterest,Vintage,1.8
2331,Dining Table,Furniture,655.79,2025,224028.15,Urban Outfitters,3.47,Free shipping,Instagram,Vintage,3.7
2332,Serving Tray,Kitchenware,703.76,1534,481601.03,Room & Board,7.83,Custom designs,Pinterest,Maximalism,3.7
2333,Cushion Cover,Textiles,701.29,167,124802.73,Blu Dot,4.08,Custom designs,Twitter,Bold Colors,3.2
2334,Wardrobe,Furniture,649.63,2437,200615.04,La-Z-Boy,2.19,Seasonal sales,YouTube,Bold Colors,2.2
2335,Curtains,Textiles,907.17,4772,332832.5,Birch Lane,11.39,Discounts,Twitter,Vintage,1.9
2336,Table Lamp,Lighting,274.14,4920,442307.13,LuxDeco,7.96,Custom designs,Facebook,Sustainable,2.2
2337,Wall Sconce,Lighting,944.45,3374,167590.52,West Elm,7.12,Custom designs,Instagram,Tech Integration,2.4
2338,Throw Blanket,Textiles,837.22,4605,336790.32,Loaf,14.47,Eco-friendly products,YouTube,Minimalism,3.1
2339,Sofa Set,Furniture,389.76,3243,358907.52,Kirkland’s,7.49,Custom designs,Pinterest,Sustainable,3.4
2340,Chandelier,Lighting,234.14,3682,337926.52,Room & Board,11.72,Seasonal sales,YouTube,Minimalism,2.6
2341,Cookware,Kitchenware,574.46,1995,192575.26,Swoon,9.22,Eco-friendly products,YouTube,Bold Colors,1.9
2342,Picture Frame,Decor Accessories,135.9,1562,125572.77,Williams-Sonoma,10.12,Seasonal sales,YouTube,Maximalism,3.8
2343,Wall Sconce,Lighting,792.03,3395,449641.87,RH (Restoration Hardware),3.95,Discounts,YouTube,Vintage,5.0
2344,Wardrobe,Furniture,761.71,4130,493009.26,Jonathan Adler,5.67,Seasonal sales,YouTube,Bold Colors,3.2
2345,Cookware,Kitchenware,521.5,1183,382377.87,Home Depot,9.33,Exclusive collections,Facebook,Bold Colors,2.6
2346,Sculpture,Decor Accessories,715.92,2429,339895.18,Made.com,3.6,Eco-friendly products,Twitter,Sustainable,3.0
2347,Chandelier,Lighting,446.92,4319,380907.55,RH (Restoration Hardware),1.63,Free shipping,Pinterest,Vintage,1.7
2348,Wardrobe,Furniture,880.1,1731,471044.61,Kirkland’s,4.6,Seasonal sales,Instagram,Bold Colors,1.4
2349,Dining Table,Furniture,383.05,2045,296664.62,Havertys,3.58,Eco-friendly products,Pinterest,Maximalism,4.3
2350,Table Lamp,Lighting,52.39,1737,11765.34,Target,1.18,Eco-friendly products,Facebook,Bold Colors,2.1
2351,Wardrobe,Furniture,244.91,1019,325040.63,Furniture Village,10.94,Discounts,Twitter,Tech Integration,2.1
2352,Curtains,Textiles,69.47,3064,335722.7,Bob’s Discount Furniture,2.77,Discounts,YouTube,Minimalism,2.4
2353,Canvas Painting,Wall Art,982.79,2681,206135.64,Pottery Barn,4.22,Custom designs,Twitter,Minimalism,4.1
2354,Candle Holder,Decor Accessories,479.36,4868,408063.38,Living Spaces,1.24,Free shipping,Twitter,Bold Colors,1.8
2355,Coffee Table,Furniture,790.7,507,295954.24,Bob’s Discount Furniture,4.96,Seasonal sales,Instagram,Vintage,4.0
2356,Cutlery Set,Kitchenware,545.58,4127,248375.29,Ashley Furniture,8.66,Seasonal sales,Pinterest,Sustainable,1.1
2357,Bedspread,Textiles,733.48,4398,454164.38,Swoon,13.88,Exclusive collections,Pinterest,Vintage,1.7
2358,Tapestry,Wall Art,607.32,3631,325923.79,Serena & Lily,7.09,Free shipping,Pinterest,Vintage,1.3
2359,Wall Sconce,Lighting,176.75,4480,141077.03,One Kings Lane,8.11,Custom designs,Facebook,Maximalism,3.7
2360,Bedspread,Textiles,62.52,519,477628.19,RH (Restoration Hardware),2.46,Free shipping,Instagram,Vintage,4.5
2361,Dining Table,Furniture,431.38,470,391289.51,Overstock,6.38,Free shipping,Facebook,Vintage,3.6
2362,Coffee Table,Furniture,813.95,2084,185470.79,One Kings Lane,13.79,Eco-friendly products,Twitter,Vintage,4.9
2363,Tapestry,Wall Art,619.49,1834,295619.98,Etsy,7.83,Free shipping,YouTube,Tech Integration,2.9
2364,Bedspread,Textiles,961.28,2111,44243.76,Bob’s Discount Furniture,5.45,Discounts,Pinterest,Vintage,1.7
2365,Cookware,Kitchenware,25.64,3659,78919.72,Havertys,11.44,Seasonal sales,Pinterest,Minimalism,1.3
2366,Framed Print,Wall Art,969.95,656,235864.24,Pottery Barn,7.65,Seasonal sales,Facebook,Bold Colors,3.2
2367,Tapestry,Wall Art,167.79,2604,100878.44,Havertys,8.59,Free shipping,Instagram,Minimalism,3.9
2368,Pendant Lamp,Lighting,767.64,462,460003.18,AllModern,5.95,Discounts,Instagram,Vintage,3.3
2369,Cookware,Kitchenware,966.63,1799,260273.53,Habitat,10.96,Exclusive collections,Facebook,Sustainable,4.4
2370,Pendant Lamp,Lighting,304.2,3519,124937.1,Article,9.21,Seasonal sales,Instagram,Minimalism,2.5
2371,Bookshelf,Furniture,379.52,3914,369414.71,Loaf,14.03,Custom designs,Instagram,Vintage,1.2
2372,Curtains,Textiles,931.04,403,475817.2,Ligne Roset,8.61,Discounts,Instagram,Vintage,3.2
2373,Sculpture,Decor Accessories,599.78,3732,470409.7,Williams-Sonoma,1.96,Seasonal sales,Twitter,Sustainable,2.5
2374,Poster,Wall Art,223.51,4426,119461.1,Etsy,10.72,Free shipping,Pinterest,Minimalism,3.2
2375,Candle Holder,Decor Accessories,663.21,2597,238258.46,Bob’s Discount Furniture,13.02,Eco-friendly products,YouTube,Minimalism,1.2
2376,Metal Wall Art,Wall Art,853.33,2809,287936.06,Habitat,11.27,Seasonal sales,Twitter,Sustainable,3.6
2377,Chandelier,Lighting,582.2,2569,142718.05,Furniture Village,2.06,Free shipping,Facebook,Tech Integration,2.6
2378,Chandelier,Lighting,940.21,4845,487251.86,Birch Lane,12.77,Exclusive collections,Pinterest,Bold Colors,1.3
2379,Clock,Decor Accessories,11.96,911,474499.55,Crate & Barrel,5.58,Exclusive collections,YouTube,Sustainable,1.8
2380,Vase,Decor Accessories,695.26,3328,336754.55,Living Spaces,5.74,Eco-friendly products,Pinterest,Sustainable,4.6
2381,Candle Holder,Decor Accessories,229.78,4691,388475.26,DFS,1.41,Custom designs,Twitter,Vintage,2.2
2382,Dining Table,Furniture,683.07,925,377738.41,Overstock,3.0,Discounts,Facebook,Maximalism,1.9
2383,Area Rug,Textiles,803.35,3576,57346.5,Furniture Village,9.29,Discounts,Twitter,Vintage,4.2
2384,Tapestry,Wall Art,266.69,2604,498851.55,Loaf,3.7,Eco-friendly products,Pinterest,Minimalism,3.4
2385,Serving Tray,Kitchenware,801.12,1924,229520.9,Habitat,8.0,Eco-friendly products,YouTube,Maximalism,2.6
2386,Clock,Decor Accessories,540.84,1747,5767.32,The Range,8.49,Seasonal sales,Instagram,Vintage,4.4
2387,Candle Holder,Decor Accessories,281.49,4954,155154.41,Furniture Village,12.06,Discounts,Facebook,Tech Integration,4.8
2388,Chandelier,Lighting,608.67,3287,17607.61,Havertys,3.84,Discounts,Twitter,Vintage,1.9
2389,Bookshelf,Furniture,511.33,1858,164402.22,Amazon Basics,1.33,Free shipping,Facebook,Sustainable,3.4
2390,Chandelier,Lighting,26.12,4216,453720.43,Living Spaces,3.53,Seasonal sales,YouTube,Sustainable,2.7
2391,Throw Blanket,Textiles,282.31,988,138918.88,Williams-Sonoma,11.97,Free shipping,YouTube,Vintage,4.1
2392,Chandelier,Lighting,858.39,2860,364650.88,Bob’s Discount Furniture,3.28,Exclusive collections,Pinterest,Bold Colors,4.1
2393,Cushion Cover,Textiles,946.49,3450,195193.83,IKEA,8.58,Eco-friendly products,YouTube,Vintage,2.5
2394,Candle Holder,Decor Accessories,551.73,411,88061.72,IKEA,5.27,Exclusive collections,Twitter,Vintage,1.3
2395,Floor Lamp,Lighting,441.96,928,494867.45,DFS,2.51,Free shipping,Pinterest,Tech Integration,3.8
2396,Cushion Cover,Textiles,450.63,2884,432353.51,BoConcept,6.91,Exclusive collections,Instagram,Bold Colors,2.9
2397,Picture Frame,Decor Accessories,818.68,1178,8070.0,Living Spaces,9.31,Free shipping,YouTube,Sustainable,1.2
2398,Sofa Set,Furniture,527.72,3585,300026.11,Jonathan Adler,13.29,Eco-friendly products,Facebook,Maximalism,1.2
2399,Cushion Cover,Textiles,788.66,30,205356.46,Studio McGee,5.39,Discounts,Twitter,Sustainable,3.4
2400,Wardrobe,Furniture,786.21,105,170270.75,Urban Outfitters,6.47,Free shipping,Instagram,Sustainable,2.3
2401,Curtains,Textiles,606.02,3768,416844.41,Herman Miller,6.32,Custom designs,Facebook,Sustainable,1.0
2402,Vase,Decor Accessories,950.15,387,347404.41,Urban Outfitters,12.79,Discounts,Facebook,Bold Colors,2.1
2403,Framed Print,Wall Art,719.69,806,97762.68,Birch Lane,14.45,Eco-friendly products,Twitter,Sustainable,4.1
2404,Curtains,Textiles,386.91,2386,10886.91,Wayfair,4.07,Custom designs,Twitter,Maximalism,2.5
2405,Candle Holder,Decor Accessories,686.0,1774,496511.36,Kirkland’s,2.46,Seasonal sales,Instagram,Tech Integration,3.9
2406,Framed Print,Wall Art,497.27,1272,404046.18,Urban Outfitters,10.4,Exclusive collections,Twitter,Minimalism,4.7
